name,address,phone,website,operator,operator_type,board,levels,gender,religion,language,lat,lon,osm_url,Name,Address,Fee Structure,Basic Infomation,Contact Details,FAQ,Admission Details,Other Key Infomation,School Infrastructure Details,Co-Curricular Activities,Travel Infomation,Review,Summary
Manthan International School,,,,,,,,,,,17.4601687,78.298431,https://www.openstreetmap.org/way/1322945923,Manthan International School,,,,,,,https://www.openstreetmap.org/way/1322945923,,,"17.4601687, 78.298431",,
Manthan international school.,,,,,,,,,,,17.4481069,78.3922831,https://www.openstreetmap.org/node/6935446192,Manthan international school.,,,,,,,https://www.openstreetmap.org/node/6935446192,,,"17.4481069, 78.3922831",,
marvadi high school,,,,,,,,,,,17.4387618,78.4856916,https://www.openstreetmap.org/node/5596353860,marvadi high school,,,,,,,https://www.openstreetmap.org/node/5596353860,,,"17.4387618, 78.4856916",,
Matrusi techno school,,,,,,,,,,,17.3970103,78.5037892,https://www.openstreetmap.org/node/7243895530,Matrusi techno school,,,,,,,https://www.openstreetmap.org/node/7243895530,,,"17.3970103, 78.5037892",,
MDA vidhyalaya,,,,,,,,,,,17.3682898,78.5050877,https://www.openstreetmap.org/way/885449286,MDA vidhyalaya,,,,,,,https://www.openstreetmap.org/way/885449286,,,"17.3682898, 78.5050877",,
Medha concept school,,,,,,,,,,,17.5379838,78.4385741,https://www.openstreetmap.org/node/8386577634,Medha concept school,,,,,,,https://www.openstreetmap.org/node/8386577634,,,"17.5379838, 78.4385741",,
Meridian School,,,,,,,,,,,17.4538667,78.3843157,https://www.openstreetmap.org/way/893226793,Meridian School,,,,,,,https://www.openstreetmap.org/way/893226793,,,"17.4538667, 78.3843157",,
MNR School,,,,,,,,,,,17.5040289,78.3149068,https://www.openstreetmap.org/way/368394812,MNR School,,,,,,,https://www.openstreetmap.org/way/368394812,,,"17.5040289, 78.3149068",,
MNR Scottsdale School,,,,,,,,,,,17.5167154,78.3462117,https://www.openstreetmap.org/way/469353805,MNR Scottsdale School,,,,,,,https://www.openstreetmap.org/way/469353805,,,"17.5167154, 78.3462117",,
Montridge high school,,,,,,,,,,,17.5232027,78.4159559,https://www.openstreetmap.org/node/7246464274,Montridge high school,,,,,,,https://www.openstreetmap.org/node/7246464274,,,"17.5232027, 78.4159559",,
mother teresa grammar high school block-I,,,,,,,,,,,17.3637853,78.5284635,https://www.openstreetmap.org/way/265035310,mother teresa grammar high school block-I,,,,,,,https://www.openstreetmap.org/way/265035310,,,"17.3637853, 78.5284635",,
mother teresa grammar high school block-II,,,,,,,,,,,17.3641992,78.5265383,https://www.openstreetmap.org/way/265035376,mother teresa grammar high school block-II,,,,,,,https://www.openstreetmap.org/way/265035376,,,"17.3641992, 78.5265383",,
mother's high school,,,,,,,,,,,17.3964354,78.5028158,https://www.openstreetmap.org/node/7243950725,mother's high school,,,,,,,https://www.openstreetmap.org/node/7243950725,,,"17.3964354, 78.5028158",,
MPP school,,,,,,,,,,,17.777915,83.2163785,https://www.openstreetmap.org/node/11568880937,MPP school,,,,,,,https://www.openstreetmap.org/node/11568880937,,,"17.777915, 83.2163785",,
MPP School,,,,,,,,,,,17.7778956,83.216494,https://www.openstreetmap.org/way/1247537968,MPP School,,,,,,,https://www.openstreetmap.org/way/1247537968,,,"17.7778956, 83.216494",,
MRR School,,,,,,,,,,,17.4800428,78.5795251,https://www.openstreetmap.org/node/894000353,MRR School,,,,,,,https://www.openstreetmap.org/node/894000353,,,"17.4800428, 78.5795251",,
Mudfort School,,,,Government,government,,1-10,,,,17.4568177,78.491967,https://www.openstreetmap.org/way/356418532,Mudfort School,,,operator=Government; operator_type=government; levels=1-10,,,,https://www.openstreetmap.org/way/356418532,,,"17.4568177, 78.491967",,
Mudhra High School,"Annapurna Colony, Mallapur, Hyderabad, 500076",,,,,,,,,,17.4417857,78.5668286,https://www.openstreetmap.org/node/6935617683,Mudhra High School,"Annapurna Colony, Mallapur, Hyderabad, 500076",,,,,,https://www.openstreetmap.org/node/6935617683,,,"17.4417857, 78.5668286",,
MVP PUBLIC SCHOOL,,,,,,,,,,,17.7424222,83.3395162,https://www.openstreetmap.org/way/134062797,MVP PUBLIC SCHOOL,,,,,,,https://www.openstreetmap.org/way/134062797,,,"17.7424222, 83.3395162",,
Mythri High School,,04065500122,,,,,,,,,17.4870703,78.3199625,https://www.openstreetmap.org/node/4750918330,Mythri High School,,,,phone: 04065500122,,,https://www.openstreetmap.org/node/4750918330,,,"17.4870703, 78.3199625",,
Nagarjuna Grammar High School,,,,,,,,,,,17.4937687,78.3204071,https://www.openstreetmap.org/node/7002711028,Nagarjuna Grammar High School,,,,,,,https://www.openstreetmap.org/node/7002711028,,,"17.4937687, 78.3204071",,
Nagarjuna High School,,,,,,,,,,,17.4397894,78.4455357,https://www.openstreetmap.org/way/234428170,Nagarjuna High School,,,,,,,https://www.openstreetmap.org/way/234428170,,,"17.4397894, 78.4455357",,
Nagarjuna High School,"Rajeev Nagar, hyderabad, 500045",,,,,,,,,,17.4488883,78.4258733,https://www.openstreetmap.org/way/265616425,Nagarjuna High School,"Rajeev Nagar, hyderabad, 500045",,,,,,https://www.openstreetmap.org/way/265616425,,,"17.4488883, 78.4258733",,
Nanakramguda Govt primary school,,,,,,,,,,,17.4195743,78.3525084,https://www.openstreetmap.org/node/3535107688,Nanakramguda Govt primary school,,,,,,,https://www.openstreetmap.org/node/3535107688,,,"17.4195743, 78.3525084",,
NARAYANA,,,,,,,,,,,17.4761162,78.5710126,https://www.openstreetmap.org/way/1258247709,NARAYANA,,,,,,,https://www.openstreetmap.org/way/1258247709,,,"17.4761162, 78.5710126",,
Narayana Em school,530016,,,,,,,,,,17.7360659,83.3004644,https://www.openstreetmap.org/node/6822830986,Narayana Em school,530016,,,,,,https://www.openstreetmap.org/node/6822830986,,,"17.7360659, 83.3004644",,
Narayana high school,Kukkatpally Main Road - Mumbai Highway,,,,,,,,,,17.482897,78.413034,https://www.openstreetmap.org/node/6429440288,Narayana high school,Kukkatpally Main Road - Mumbai Highway,,,,,,https://www.openstreetmap.org/node/6429440288,,,"17.482897, 78.413034",,
Narayana High School,,,,,,,,,,,17.4987339,78.3942688,https://www.openstreetmap.org/node/6850830284,Narayana High School,,,,,,,https://www.openstreetmap.org/node/6850830284,,,"17.4987339, 78.3942688",,
Narayana Junior College,,,,,,,,,,,17.4187133,78.544213,https://www.openstreetmap.org/node/1360401092,Narayana Junior College,,,,,,,https://www.openstreetmap.org/node/1360401092,,,"17.4187133, 78.544213",,
Narayana Junior College,,,,,,,,,,,17.7438484,83.2342339,https://www.openstreetmap.org/way/512024442,Narayana Junior College,,,,,,,https://www.openstreetmap.org/way/512024442,,,"17.7438484, 83.2342339",,
"Narayana Junior College, AIEEE",,,,,,,,,,,17.4004331,78.4883969,https://www.openstreetmap.org/node/726146076,"Narayana Junior College, AIEEE",,,,,,,https://www.openstreetmap.org/node/726146076,,,"17.4004331, 78.4883969",,
Narayana school,"Huda colony, HYDERABAD, 500019",,,,,,,,,,17.4871306,78.3154653,https://www.openstreetmap.org/node/9605300296,Narayana school,"Huda colony, HYDERABAD, 500019",,,,,,https://www.openstreetmap.org/node/9605300296,,,"17.4871306, 78.3154653",,
Narayana school,,,,,,,,,,,17.7235337,83.312944,https://www.openstreetmap.org/way/776651179,Narayana school,,,,,,,https://www.openstreetmap.org/way/776651179,,,"17.7235337, 83.312944",,
"narayana school,iit",,,,,,,,,,,17.4086181,78.4898943,https://www.openstreetmap.org/node/2702443456,"narayana school,iit",,,,,,,https://www.openstreetmap.org/node/2702443456,,,"17.4086181, 78.4898943",,
Narayana Techno School,,,,,,,,,,,17.4496165,78.3871243,https://www.openstreetmap.org/node/6935247722,Narayana Techno School,,,,,,,https://www.openstreetmap.org/node/6935247722,,,"17.4496165, 78.3871243",,
NASR Boys School,,,,,,,0-12,,,,17.4384654,78.3706796,https://www.openstreetmap.org/way/122805504,NASR Boys School,,,levels=0-12,,,,https://www.openstreetmap.org/way/122805504,,,"17.4384654, 78.3706796",,
Nasr School,,,,,,,,,,,17.4113728,78.4588295,https://www.openstreetmap.org/node/739161413,Nasr School,,,,,,,https://www.openstreetmap.org/node/739161413,,,"17.4113728, 78.4588295",,
navajyothi,,,,,,,,,,,17.4902187,78.4453099,https://www.openstreetmap.org/way/1257381221,navajyothi,,,,,,,https://www.openstreetmap.org/way/1257381221,,,"17.4902187, 78.4453099",,
NBM law college,,,,,,,,,,,17.7135912,83.3136878,https://www.openstreetmap.org/node/6629019201,NBM law college,,,,,,,https://www.openstreetmap.org/node/6629019201,,,"17.7135912, 83.3136878",,
Neelima High School,,,,,,,,,,,17.5419736,78.4376798,https://www.openstreetmap.org/way/899386544,Neelima High School,,,,,,,https://www.openstreetmap.org/way/899386544,,,"17.5419736, 78.4376798",,
Netaji High School,,,,,,,,,,,17.4927243,78.4597249,https://www.openstreetmap.org/node/7465741954,Netaji High School,,,,,,,https://www.openstreetmap.org/node/7465741954,,,"17.4927243, 78.4597249",,
Netaji High School,,,,,,,,,,,17.4461906,78.4310812,https://www.openstreetmap.org/node/8909248534,Netaji High School,,,,,,,https://www.openstreetmap.org/node/8909248534,,,"17.4461906, 78.4310812",,
New Century School,,,,,,,,,,,17.494695,78.4165507,https://www.openstreetmap.org/way/331980828,New Century School,,,,,,,https://www.openstreetmap.org/way/331980828,,,"17.494695, 78.4165507",,
New Eden school,"Natraj Nagar Jirra,, 500006",,,,,,,,,,17.3779976,78.4480818,https://www.openstreetmap.org/node/10764939253,New Eden school,"Natraj Nagar Jirra,, 500006",,,,,,https://www.openstreetmap.org/node/10764939253,,,"17.3779976, 78.4480818",,
New Era The Lead School,,,,,,,,,,,17.5291439,78.4246653,https://www.openstreetmap.org/node/12593999001,New Era The Lead School,,,,,,,https://www.openstreetmap.org/node/12593999001,,,"17.5291439, 78.4246653",,
newgen,,,https://www.newgenhighschool.com/,,,,,,,,17.381063,78.4393913,https://www.openstreetmap.org/node/8259012752,newgen,,,,website: https://www.newgenhighschool.com/,,,https://www.openstreetmap.org/node/8259012752,,,"17.381063, 78.4393913",,
Newgen High School,,,,,,,,,,,17.3803567,78.4397296,https://www.openstreetmap.org/node/10836262034,Newgen High School,,,,,,,https://www.openstreetmap.org/node/10836262034,,,"17.3803567, 78.4397296",,
newton mission high school,,,,,,,,,,,17.3626729,78.4439258,https://www.openstreetmap.org/node/10279304203,newton mission high school,,,,,,,https://www.openstreetmap.org/node/10279304203,,,"17.3626729, 78.4439258",,
Niraj Kindergarten and Primary school,,,,,,,,,,,17.4362602,78.4602771,https://www.openstreetmap.org/node/8386603390,Niraj Kindergarten and Primary school,,,,,,,https://www.openstreetmap.org/node/8386603390,,,"17.4362602, 78.4602771",,
NMC High School,PT Colony,,,,,,,,,,17.7368109,83.3102179,https://www.openstreetmap.org/way/1329042442,NMC High School,PT Colony,,,,,,https://www.openstreetmap.org/way/1329042442,,,"17.7368109, 83.3102179",,
Nobel High School,"J P Colony Road No 2, Hyderabad, 502319",,,,,,,,,,17.5315904,78.2678404,https://www.openstreetmap.org/node/7244233151,Nobel High School,"J P Colony Road No 2, Hyderabad, 502319",,,,,,https://www.openstreetmap.org/node/7244233151,,,"17.5315904, 78.2678404",,
Noori high school,"Gajularamaram Road, Hyderabad, 500055",,,,,,,,,,17.5179644,78.4351629,https://www.openstreetmap.org/node/9903766092,Noori high school,"Gajularamaram Road, Hyderabad, 500055",,,,,,https://www.openstreetmap.org/node/9903766092,,,"17.5179644, 78.4351629",,
North City High School,,,,,,,,,,,17.5393498,78.4323126,https://www.openstreetmap.org/way/899386536,North City High School,,,,,,,https://www.openstreetmap.org/way/899386536,,,"17.5393498, 78.4323126",,
NSKK,,,,,,,,,,,17.462468,78.4587497,https://www.openstreetmap.org/way/98773172,NSKK,,,,,,,https://www.openstreetmap.org/way/98773172,,,"17.462468, 78.4587497",,
NSV High School,"Manjira Pipeline Road, Hyderabad, 500050",,,,,,1-10,,,,17.4915601,78.334498,https://www.openstreetmap.org/node/8386636997,NSV High School,"Manjira Pipeline Road, Hyderabad, 500050",,levels=1-10,,,,https://www.openstreetmap.org/node/8386636997,,,"17.4915601, 78.334498",,
Oak,,,,,,,,,,,17.6756465,83.1982686,https://www.openstreetmap.org/way/1362869461,Oak,,,,,,,https://www.openstreetmap.org/way/1362869461,,,"17.6756465, 83.1982686",,
Oasis School,"Old Bombay Highway, Hyderabad",,,,,,,,,,17.4120759,78.396375,https://www.openstreetmap.org/node/7243983833,Oasis School,"Old Bombay Highway, Hyderabad",,,,,,https://www.openstreetmap.org/node/7243983833,,,"17.4120759, 78.396375",,
Orchard,"71-72 Rd Number 36, Kakatiya Hills, Kavuri Hills Phase 1, Kavuri Hills, Jubilee Hills, 500033",9513731352,https://www.orchidsinternationalschool.com/hyderabad-branches/jubilee-hills/,Orchids International School,,,,,,,17.4419194,78.3984172,https://www.openstreetmap.org/node/4706061489,Orchard,"71-72 Rd Number 36, Kakatiya Hills, Kavuri Hills Phase 1, Kavuri Hills, Jubilee Hills, 500033",,operator=Orchids International School,phone: 9513731352 | website: https://www.orchidsinternationalschool.com/hyderabad-branches/jubilee-hills/,,,https://www.openstreetmap.org/node/4706061489,,,"17.4419194, 78.3984172",,
Origin techno school,"Gowtham nagar, patancheru, 502319",,,,,,,,,,17.531385,78.2609304,https://www.openstreetmap.org/way/776426192,Origin techno school,"Gowtham nagar, patancheru, 502319",,,,,,https://www.openstreetmap.org/way/776426192,,,"17.531385, 78.2609304",,
P Obul Reddy Public School (P.O.R.P.S),"road no 25, Hyderabad",+91-40-23548912/23553238,https://www.amsporps.org/,Andhra Mahila Sabha,,,,,,,17.437968,78.4103343,https://www.openstreetmap.org/way/311079961,P Obul Reddy Public School (P.O.R.P.S),"road no 25, Hyderabad",,operator=Andhra Mahila Sabha,phone: +91-40-23548912/23553238 | website: https://www.amsporps.org/,,,https://www.openstreetmap.org/way/311079961,,,"17.437968, 78.4103343",,
Panchaseela School,,,,,,,,,,,17.4694437,78.4257811,https://www.openstreetmap.org/node/6822126550,Panchaseela School,,,,,,,https://www.openstreetmap.org/node/6822126550,,,"17.4694437, 78.4257811",,
Papillon Play School,,,,,,,,,,,17.4437108,78.4335884,https://www.openstreetmap.org/node/6847914841,Papillon Play School,,,,,,,https://www.openstreetmap.org/node/6847914841,,,"17.4437108, 78.4335884",,
Pavithra International School,,,,,,,,,,,17.4790753,78.3177739,https://www.openstreetmap.org/node/4674771293,Pavithra International School,,,,,,,https://www.openstreetmap.org/node/4674771293,,,"17.4790753, 78.3177739",,
Pendurthi Govt. Junior College,"R665+M58, Pendurthi-NAD BRTS Express Way, Nethaji Nagar, Mahalaxmi Nagar. Pendurthi., Visakhapatnam, Andhra Pradesh, 531173",,,Andhra Pradesh Board of Intermediate Education,government,,,,,,17.8109206,83.2082907,https://www.openstreetmap.org/way/733463631,Pendurthi Govt. Junior College,"R665+M58, Pendurthi-NAD BRTS Express Way, Nethaji Nagar, Mahalaxmi Nagar. Pendurthi., Visakhapatnam, Andhra Pradesh, 531173",,operator=Andhra Pradesh Board of Intermediate Education; operator_type=government,,,,https://www.openstreetmap.org/way/733463631,,,"17.8109206, 83.2082907",,
People's High school,,,,,,,,,,,17.4040476,78.4888685,https://www.openstreetmap.org/node/4431247889,People's High school,,,,,,,https://www.openstreetmap.org/node/4431247889,,,"17.4040476, 78.4888685",,
Petros high school,,,,,,,1-10,,,,17.371567,78.5037063,https://www.openstreetmap.org/node/8233701014,Petros high school,,,levels=1-10,,,,https://www.openstreetmap.org/node/8233701014,,,"17.371567, 78.5037063",,
Prachin Global School,,,,,,,,,,,17.4959701,78.3374513,https://www.openstreetmap.org/node/6822126491,Prachin Global School,,,,,,,https://www.openstreetmap.org/node/6822126491,,,"17.4959701, 78.3374513",,
Pragnya Montessari School,,,,,,,,,,,17.5256611,78.3989862,https://www.openstreetmap.org/way/872852682,Pragnya Montessari School,,,,,,,https://www.openstreetmap.org/way/872852682,,,"17.5256611, 78.3989862",,
Pratibha High School,"Nacharam, Hyderabad, 500076",,,,,,,,,,17.4298184,78.5518038,https://www.openstreetmap.org/way/740795301,Pratibha High School,"Nacharam, Hyderabad, 500076",,,,,,https://www.openstreetmap.org/way/740795301,,,"17.4298184, 78.5518038",,
public school,,,,,,,,,,,17.4023884,78.5368257,https://www.openstreetmap.org/way/1076262697,public school,,,,,,,https://www.openstreetmap.org/way/1076262697,,,"17.4023884, 78.5368257",,
Queen Marys Government Girls High School,,,,,,,,,,,17.6938074,83.2915023,https://www.openstreetmap.org/way/1340247085,Queen Marys Government Girls High School,,,,,,,https://www.openstreetmap.org/way/1340247085,,,"17.6938074, 83.2915023",,
Queens International School,,,,,,,,,,,17.4322005,78.4358526,https://www.openstreetmap.org/node/8891813179,Queens International School,,,,,,,https://www.openstreetmap.org/node/8891813179,,,"17.4322005, 78.4358526",,
Rainbow Model School,,,,,,,,,,,17.4890009,78.4557313,https://www.openstreetmap.org/node/8386662024,Rainbow Model School,,,,,,,https://www.openstreetmap.org/node/8386662024,,,"17.4890009, 78.4557313",,
Ralla Bella,,,,,,,,,,,17.7436239,83.3310282,https://www.openstreetmap.org/way/1413181621,Ralla Bella,,,,,,,https://www.openstreetmap.org/way/1413181621,,,"17.7436239, 83.3310282",,
ravindra bharathi school,,,,,,,,,,,17.3674335,78.5219518,https://www.openstreetmap.org/node/7244033606,ravindra bharathi school,,,,,,,https://www.openstreetmap.org/node/7244033606,,,"17.3674335, 78.5219518",,
Ravindra Bharathi School,,,,,,,,,,,17.79843,83.2096569,https://www.openstreetmap.org/node/11585567239,Ravindra Bharathi School,,,,,,,https://www.openstreetmap.org/node/11585567239,,,"17.79843, 83.2096569",,
Ravindra Bharati High School,"kamalanagar, Vansthalipuram,Hyderabad, 500070",,,,,,,,,,17.3270095,78.5748358,https://www.openstreetmap.org/node/7244207444,Ravindra Bharati High School,"kamalanagar, Vansthalipuram,Hyderabad, 500070",,,,,,https://www.openstreetmap.org/node/7244207444,,,"17.3270095, 78.5748358",,
Ravindra bharati school,,,,,,,,,,,17.4985377,78.3839858,https://www.openstreetmap.org/node/5563162635,Ravindra bharati school,,,,,,,https://www.openstreetmap.org/node/5563162635,,,"17.4985377, 78.3839858",,
Rightway School,,,,,,,,,,,17.7349954,83.2700271,https://www.openstreetmap.org/node/12470766366,Rightway School,,,,,,,https://www.openstreetmap.org/node/12470766366,,,"17.7349954, 83.2700271",,
Roa's Schools,,,,,,,,,,,17.4946264,78.3556961,https://www.openstreetmap.org/node/7243946121,Roa's Schools,,,,,,,https://www.openstreetmap.org/node/7243946121,,,"17.4946264, 78.3556961",,
Rock Well International School Activity Block,,,,,,,,,,,17.4379379,78.3986744,https://www.openstreetmap.org/node/7021303724,Rock Well International School Activity Block,,,,,,,https://www.openstreetmap.org/node/7021303724,,,"17.4379379, 78.3986744",,
Rockwoods High School,,,,,,,,,,,17.409656,78.4871622,https://www.openstreetmap.org/node/1693981322,Rockwoods High School,,,,,,,https://www.openstreetmap.org/node/1693981322,,,"17.409656, 78.4871622",,
Rockwoods High School,,,,,,,,,,,17.4100043,78.4849523,https://www.openstreetmap.org/node/1693981323,Rockwoods High School,,,,,,,https://www.openstreetmap.org/node/1693981323,,,"17.4100043, 78.4849523",,
RSK High School,,,,,,,,,,,17.4923402,78.4615753,https://www.openstreetmap.org/node/8386186345,RSK High School,,,,,,,https://www.openstreetmap.org/node/8386186345,,,"17.4923402, 78.4615753",,
Rv model hight school,,,,,,,,,,,17.535571,78.4412727,https://www.openstreetmap.org/node/2921475370,Rv model hight school,,,,,,,https://www.openstreetmap.org/node/2921475370,,,"17.535571, 78.4412727",,
Rv model hight school,,,,,,,,,,,17.5355997,78.4415176,https://www.openstreetmap.org/way/356269588,Rv model hight school,,,,,,,https://www.openstreetmap.org/way/356269588,,,"17.5355997, 78.4415176",,
S.M. Model School,,,,,,,,,,,17.4690438,78.4197439,https://www.openstreetmap.org/node/6853049461,S.M. Model School,,,,,,,https://www.openstreetmap.org/node/6853049461,,,"17.4690438, 78.4197439",,
S.T. Joseph's High School,,,,,,,,,,,17.4769503,78.5132267,https://www.openstreetmap.org/node/6268163781,S.T. Joseph's High School,,,,,,,https://www.openstreetmap.org/node/6268163781,,,"17.4769503, 78.5132267",,
