name,address,phone,website,operator,operator_type,board,levels,gender,religion,language,lat,lon,osm_url,Name,Address,Fee Structure,Basic Infomation,Contact Details,FAQ,Admission Details,Other Key Infomation,School Infrastructure Details,Co-Curricular Activities,Travel Infomation,Review,Summary
chandrakant Darode school,,,,,,,,,,,18.5223094,73.8331969,https://www.openstreetmap.org/node/10724952066,chandrakant Darode school,,,,,,,https://www.openstreetmap.org/node/10724952066,,,"18.5223094, 73.8331969",,
Chhatrapati Shivaji Vidhyalay and Junior College,,,,,,,,,,,18.5273843,73.6123878,https://www.openstreetmap.org/way/1258975088,Chhatrapati Shivaji Vidhyalay and Junior College,,,,,,,https://www.openstreetmap.org/way/1258975088,,,"18.5273843, 73.6123878",,
City international school Aundh,,,,,,,,,,,18.5644293,73.8129463,https://www.openstreetmap.org/node/10724970491,City international school Aundh,,,,,,,https://www.openstreetmap.org/node/10724970491,,,"18.5644293, 73.8129463",,
City Pride School,,,,,,,,,,,18.6520344,73.7722278,https://www.openstreetmap.org/node/5823516365,City Pride School,,,,,,,https://www.openstreetmap.org/node/5823516365,,,"18.6520344, 73.7722278",,
College of Agriculture,"Shivaji Nagar, 411005",,,,,,,,,,18.5319801,73.8446658,https://www.openstreetmap.org/node/1884439681,College of Agriculture,"Shivaji Nagar, 411005",,,,,,https://www.openstreetmap.org/node/1884439681,,,"18.5319801, 73.8446658",,
Craze English Medium School,"Kolhewadi Road, Pune, 411024",,,,,,1-7,,,,18.4428063,73.7859013,https://www.openstreetmap.org/node/10765391648,Craze English Medium School,"Kolhewadi Road, Pune, 411024",,levels=1-7,,,,https://www.openstreetmap.org/node/10765391648,,,"18.4428063, 73.7859013",,
Crimson Anisha Global School,,,,,,,,,,,18.6216094,73.7134284,https://www.openstreetmap.org/node/8585616660,Crimson Anisha Global School,,,,,,,https://www.openstreetmap.org/node/8585616660,,,"18.6216094, 73.7134284",,
Crimson Anisha Global School,,,,,,,,,,,18.6219737,73.7133221,https://www.openstreetmap.org/way/1411846478,Crimson Anisha Global School,,,,,,,https://www.openstreetmap.org/way/1411846478,,,"18.6219737, 73.7133221",,
Cummins College of Engineering for Women,"Karvenagar , Pune, 411052",,,,,,,,,,18.4860731,73.8162282,https://www.openstreetmap.org/way/217278789,Cummins College of Engineering for Women,"Karvenagar , Pune, 411052",,,,,,https://www.openstreetmap.org/way/217278789,,,"18.4860731, 73.8162282",,
D. Y. Patil Dnyanshanti School,"Sector 29 Akurdi, Ravet Road, Pune, 411044",,https://dypdss.edu.in/,,,,,,,,18.6475973,73.75951,https://www.openstreetmap.org/way/1162009042,D. Y. Patil Dnyanshanti School,"Sector 29 Akurdi, Ravet Road, Pune, 411044",Admissions Open 2025-26 | D.Y. Patil Dnyanshanti School --> --> CBSE SCHOOL CODE - 31018 | CBSE AFFILIATION NO: 1131042 Admission open Edunext ERP TM Login Online Fee Payment Mobile App Manual --> About DYPDSS School Principals Messages Vice Principals Messages President Message Chairman Message Trustee's Message Faculty Information Admission Admission Process Enquiry Form Admission Form Right To Education --> Admission Helpdesk Administration Committees Affidavit by Secretary Undertaking by Chairman Students Council Quick Links Book List 2024-2025 Academics Calendar Results Blog Edunext Mobile App Manual,,website: https://dypdss.edu.in/,,Admissions Open 2025-26 | D.Y. Patil Dnyanshanti School --> --> CBSE SCHOOL CODE - 31018 | CBSE AFFILIATION NO: 1131042 Admission open Edunext ERP TM Login Online Fee Payment Mobile App Manual --> About DYPDSS School Principals Messages Vice Principals Messages President Message Chairman Message Trustee's Message Faculty Information Admission Admission Process Enquiry Form Admission Form Right To Education --> Admission Helpdesk Administration Co,https://www.openstreetmap.org/way/1162009042,"List 2024-2025 Academics Calendar Results Blog Edunext Mobile App Manual Birthday Circular Transfer Certificate --> Security Homework Policy Discipline Policy Anti-Bullying Policy Facilities Infrastructure Transport Uniform Offerings Academics Assessments Sports --> Program PTA Members of PTA Minutes of Meeting News Achievement Special Days Sports Careers Mandatory Disclosure Contact Us Admission Open for 25-2026 Seats are available in the following grades: Nursery, Grade V, VI, VII, VIII, IX, X Hurry! It's now or never. Limited seats left! About D Y Patil Dnyanshanti School The school is evolving a complete comprehensive","24/25/09 We are excited to announce that admissions for the academic year 2025-2026 at D Y Patil Dnyanshanti School will open on 4th November 2024. For detailed information and guidance, please visit our Admissions Help-desk. We look forward to welcoming new learners to our vibrant learning community! View Details Notice No. 24/25/08 Admission Open for 25-2026 Age of the child as on 31st December 2025 should be Nursery-->3+ years Lower /Junior KG-->4+ years Upper KG-->5+ years Grade I-->6+ years View Details Notice No. 24/25/07 Quick Links for Admission 25-2026 Admission Process Enquiry Form Admission Form Right To Educati","18.6475973, 73.75951",,has admission details | has fee structure | has school infrastructure details | has co-curricular activities
DAV Public School,"157 Ramchandra Gayakwad Path, Pune, 411007","+912025890081, +912025893377",https://davaundhpune.org/,,,,0-12,,,,18.559972,73.8039277,https://www.openstreetmap.org/way/210343962,DAV Public School,"157 Ramchandra Gayakwad Path, Pune, 411007",,levels=0-12,"phone: +912025890081, +912025893377 | website: https://davaundhpune.org/",,,https://www.openstreetmap.org/way/210343962,,,"18.559972, 73.8039277",,
Dawarka School,,,,,,,,,,,18.766365,73.8154164,https://www.openstreetmap.org/node/11256919911,Dawarka School,,,,,,,https://www.openstreetmap.org/node/11256919911,,,"18.766365, 73.8154164",,
Delhi Public School,,,,,,,,,,,18.4655072,73.9237197,https://www.openstreetmap.org/node/12176173301,Delhi Public School,,,,,,,https://www.openstreetmap.org/node/12176173301,,,"18.4655072, 73.9237197",,
Delhi Public School,411060,,,,,,,,,,18.4656077,73.9237645,https://www.openstreetmap.org/way/125487665,Delhi Public School,411060,,,,,,https://www.openstreetmap.org/way/125487665,,,"18.4656077, 73.9237645",,
Dhaniraj school,,,,,,,1-10,,,,18.6003967,73.7726433,https://www.openstreetmap.org/way/1124737330,Dhaniraj school,,,levels=1-10,,,,https://www.openstreetmap.org/way/1124737330,,,"18.6003967, 73.7726433",,
Dhruv Global School,,,,,,,,,,,18.5512177,73.7352589,https://www.openstreetmap.org/way/971355916,Dhruv Global School,,,,,,,https://www.openstreetmap.org/way/971355916,,,"18.5512177, 73.7352589",,
dnyanda nutan balvikas,,,,,,,,,,,18.4897544,73.8202498,https://www.openstreetmap.org/node/10692792823,dnyanda nutan balvikas,,,,,,,https://www.openstreetmap.org/node/10692792823,,,"18.4897544, 73.8202498",,
Dobarwadi Municipal School,,,,,,,,,,,18.517676,73.9025799,https://www.openstreetmap.org/way/121808792,Dobarwadi Municipal School,,,,,,,https://www.openstreetmap.org/way/121808792,,,"18.517676, 73.9025799",,
Don Bosco High School,,,,,,,,,,,18.5534439,73.8938603,https://www.openstreetmap.org/way/117380886,Don Bosco High School,,,,,,,https://www.openstreetmap.org/way/117380886,,,"18.5534439, 73.8938603",,
Don Bosco high school,,,,,,,,,,,18.5534722,73.8939284,https://www.openstreetmap.org/way/963471590,Don Bosco high school,,,,,,,https://www.openstreetmap.org/way/963471590,,,"18.5534722, 73.8939284",,
Dr Mrs Erin N Nagarwala Day School (E.N.N.S),"pune, 411006",,,,,,,,,,18.5476735,73.898308,https://www.openstreetmap.org/way/235076005,Dr Mrs Erin N Nagarwala Day School (E.N.N.S),"pune, 411006",,,,,,https://www.openstreetmap.org/way/235076005,,,"18.5476735, 73.898308",,
Dr. Kalmadi Shamarao High School,,,,,,,,,,,18.5023531,73.8267482,https://www.openstreetmap.org/way/132813468,Dr. Kalmadi Shamarao High School,,,,,,,https://www.openstreetmap.org/way/132813468,,,"18.5023531, 73.8267482",,
Dr. Kalmadi Shamarao High School,,,,,,,,,,,18.5649854,73.7844671,https://www.openstreetmap.org/way/1379102902,Dr. Kalmadi Shamarao High School,,,,,,,https://www.openstreetmap.org/way/1379102902,,,"18.5649854, 73.7844671",,
DSK School,"Pune, 411041",02024380047,http://dskschool.in,D S Kulkarni Educational Trust,,,,,,,18.4412396,73.8011787,https://www.openstreetmap.org/way/371368740,DSK School,"Pune, 411041",,operator=D S Kulkarni Educational Trust,phone: 02024380047 | website: http://dskschool.in,,,https://www.openstreetmap.org/way/371368740,,,"18.4412396, 73.8011787",,
DSK Supinfocom,,,,,,,,,,,18.4878063,73.9971709,https://www.openstreetmap.org/way/217631127,DSK Supinfocom,,,,,,,https://www.openstreetmap.org/way/217631127,,,"18.4878063, 73.9971709",,
E-learning school pmc,,,,,,,,,,,18.5164573,73.8313088,https://www.openstreetmap.org/node/10724973517,E-learning school pmc,,,,,,,https://www.openstreetmap.org/node/10724973517,,,"18.5164573, 73.8313088",,
Early nest best preschool in wakad,,,,,,,,,,,18.5973477,73.7639791,https://www.openstreetmap.org/node/10574692637,Early nest best preschool in wakad,,,,,,,https://www.openstreetmap.org/node/10574692637,,,"18.5973477, 73.7639791",,
Erandawane Madhyamik Vidyalay,,,,,,,,,,,18.5097171,73.8291571,https://www.openstreetmap.org/way/331532102,Erandawane Madhyamik Vidyalay,,,,,,,https://www.openstreetmap.org/way/331532102,,,"18.5097171, 73.8291571",,
Erin Nagarwala School,,,,,,,,,,,18.5502991,73.8991865,https://www.openstreetmap.org/way/292610071,Erin Nagarwala School,,,,,,,https://www.openstreetmap.org/way/292610071,,,"18.5502991, 73.8991865",,
"EuraKids Preschool in hinjewadi ,pune",,,,,,,,,,,18.5942907,73.7413166,https://www.openstreetmap.org/node/10573116536,"EuraKids Preschool in hinjewadi ,pune",,,,,,,https://www.openstreetmap.org/node/10573116536,,,"18.5942907, 73.7413166",,
Euro School,"Survey number 187 Shri Chatrapati Shivaji Maharaj Road, Pune",,,,private,,,,,,18.5989298,73.7690369,https://www.openstreetmap.org/way/1085938283,Euro School,"Survey number 187 Shri Chatrapati Shivaji Maharaj Road, Pune",,operator_type=private,,,,https://www.openstreetmap.org/way/1085938283,,,"18.5989298, 73.7690369",,
EuroKids Pre-School Choudhary Park,,,,,,,,,,,18.6067888,73.761746,https://www.openstreetmap.org/node/10574673482,EuroKids Pre-School Choudhary Park,,,,,,,https://www.openstreetmap.org/node/10574673482,,,"18.6067888, 73.761746",,
fairyland children's center,,,,,,,,,,,18.5158727,73.8415697,https://www.openstreetmap.org/node/10724942844,fairyland children's center,,,,,,,https://www.openstreetmap.org/node/10724942844,,,"18.5158727, 73.8415697",,
Forever Music Pvt. Ltd / Forever Arts Academy,"Plot No 74, Sahakarnagar 2 Dhomkar Path, 411009",,,,,,,,,,18.48977,73.8433439,https://www.openstreetmap.org/node/2027727165,Forever Music Pvt. Ltd / Forever Arts Academy,"Plot No 74, Sahakarnagar 2 Dhomkar Path, 411009",,,,,,https://www.openstreetmap.org/node/2027727165,,,"18.48977, 73.8433439",,
Genba Sopanrao Moze School,"Sr. No.191 Nagpur Chawl Road, MH Society, Yerwada, Pune, 411006",,,,,,,,,,18.5603349,73.8970192,https://www.openstreetmap.org/way/480247146,Genba Sopanrao Moze School,"Sr. No.191 Nagpur Chawl Road, MH Society, Yerwada, Pune, 411006",,,,,,https://www.openstreetmap.org/way/480247146,,,"18.5603349, 73.8970192",,
genix educational academy,,,,,,,,,,,18.6712381,73.8913496,https://www.openstreetmap.org/node/10725103495,genix educational academy,,,,,,,https://www.openstreetmap.org/node/10725103495,,,"18.6712381, 73.8913496",,
Gogate Prashala,,,,,,,,,,,18.5149676,73.846782,https://www.openstreetmap.org/way/218059562,Gogate Prashala,,,,,,,https://www.openstreetmap.org/way/218059562,,,"18.5149676, 73.846782",,
Gopal Highschool,,,,,,,,,,,18.5106777,73.8517471,https://www.openstreetmap.org/way/217773606,Gopal Highschool,,,,,,,https://www.openstreetmap.org/way/217773606,,,"18.5106777, 73.8517471",,
Gora Kumbhar Highschool,,,,,,,,,,,18.5379818,73.7941518,https://www.openstreetmap.org/way/618570139,Gora Kumbhar Highschool,,,,,,,https://www.openstreetmap.org/way/618570139,,,"18.5379818, 73.7941518",,
Government Aided School,,,,,,,,,,,18.5035861,73.8241285,https://www.openstreetmap.org/node/4452529697,Government Aided School,,,,,,,https://www.openstreetmap.org/node/4452529697,,,"18.5035861, 73.8241285",,
Government Technical Highschool,,,,,,,,,,,18.5244977,73.845073,https://www.openstreetmap.org/way/218405515,Government Technical Highschool,,,,,,,https://www.openstreetmap.org/way/218405515,,,"18.5244977, 73.845073",,
GR Palkar Primary School,411052,,,,,,,,,,18.4928747,73.8229923,https://www.openstreetmap.org/way/359988654,GR Palkar Primary School,411052,,,,,,https://www.openstreetmap.org/way/359988654,,,"18.4928747, 73.8229923",,
Gurudev Ravindranath Tagore Vidyaniketan,,,,,,,,,,,18.525228,73.8649832,https://www.openstreetmap.org/way/666675670,Gurudev Ravindranath Tagore Vidyaniketan,,,,,,,https://www.openstreetmap.org/way/666675670,,,"18.525228, 73.8649832",,
Helios International School,,,,,,,,,,,18.4737662,73.8117242,https://www.openstreetmap.org/way/1197605287,Helios International School,,,,,,,https://www.openstreetmap.org/way/1197605287,,,"18.4737662, 73.8117242",,
Hems International school,,,,,,,,,,,18.6080076,73.7595829,https://www.openstreetmap.org/node/10573202801,Hems International school,,,,,,,https://www.openstreetmap.org/node/10573202801,,,"18.6080076, 73.7595829",,
Hindustan Antibiotics School,"Old Pune–Mumbai Highway, pimpri",,,,,,1-10,,,,18.625316,73.8115033,https://www.openstreetmap.org/node/12049076645,Hindustan Antibiotics School,"Old Pune–Mumbai Highway, pimpri",,levels=1-10,,,,https://www.openstreetmap.org/node/12049076645,,,"18.625316, 73.8115033",,
His Highness Chintamanrao Patwardhan Highschool,,,,,,,,,,,18.5150731,73.8530228,https://www.openstreetmap.org/way/217773608,His Highness Chintamanrao Patwardhan Highschool,,,,,,,https://www.openstreetmap.org/way/217773608,,,"18.5150731, 73.8530228",,
Hutatma Bhagatsing VidyaMandir,"ST Road, Dapodi, Pune, 411012",,,Pimpri Chinchwad Muncipal Corporation,government,,,,,,18.5792359,73.8309057,https://www.openstreetmap.org/node/11508379407,Hutatma Bhagatsing VidyaMandir,"ST Road, Dapodi, Pune, 411012",,operator=Pimpri Chinchwad Muncipal Corporation; operator_type=government,,,,https://www.openstreetmap.org/node/11508379407,,,"18.5792359, 73.8309057",,
Hutatma Rajguru Vidyalay,,,,,,,,,,,18.5266428,73.8340886,https://www.openstreetmap.org/way/331478723,Hutatma Rajguru Vidyalay,,,,,,,https://www.openstreetmap.org/way/331478723,,,"18.5266428, 73.8340886",,
Hutchings High School,"Phayre Road, Pune, Maharashtra, 411001",,,,,,,,,,18.500656,73.881898,https://www.openstreetmap.org/node/1214698509,Hutchings High School,"Phayre Road, Pune, Maharashtra, 411001",,,,,,https://www.openstreetmap.org/node/1214698509,,,"18.500656, 73.881898",,
Indira Gandhi school no 87B,,,,,,,,,,,18.5621889,73.8110242,https://www.openstreetmap.org/node/10724990195,Indira Gandhi school no 87B,,,,,,,https://www.openstreetmap.org/node/10724990195,,,"18.5621889, 73.8110242",,
indira kids,,,,,,,,,,,18.559776,73.8098708,https://www.openstreetmap.org/node/10724942627,indira kids,,,,,,,https://www.openstreetmap.org/node/10724942627,,,"18.559776, 73.8098708",,
indira school pre primary,,,,,,,,,,,18.6098115,73.7500571,https://www.openstreetmap.org/node/10573200434,indira school pre primary,,,,,,,https://www.openstreetmap.org/node/10573200434,,,"18.6098115, 73.7500571",,
indus early learning centre aundh,,,,,,,,,,,18.5576567,73.8028902,https://www.openstreetmap.org/node/10724999994,indus early learning centre aundh,,,,,,,https://www.openstreetmap.org/node/10724999994,,,"18.5576567, 73.8028902",,
induschamps school CBSE,,,,,,,,,,,18.6030233,73.7491912,https://www.openstreetmap.org/node/10574610467,induschamps school CBSE,,,,,,,https://www.openstreetmap.org/node/10574610467,,,"18.6030233, 73.7491912",,
Infant Jesus high school,Venunagar,,,,private,,,,christian,,18.6030493,73.7711441,https://www.openstreetmap.org/way/1144239558,Infant Jesus high school,Venunagar,,operator_type=private; religion=christian,,,,https://www.openstreetmap.org/way/1144239558,,,"18.6030493, 73.7711441",,
Infant Jesus School,,,,Ministry of School Education,government,,,,,,18.6031043,73.7708442,https://www.openstreetmap.org/node/11507953891,Infant Jesus School,,,operator=Ministry of School Education; operator_type=government,,,,https://www.openstreetmap.org/node/11507953891,,,"18.6031043, 73.7708442",,
Intelligent Cadet International School,,,,,,,,,,,18.6399203,73.8458464,https://www.openstreetmap.org/way/1258327538,Intelligent Cadet International School,,,,,,,https://www.openstreetmap.org/way/1258327538,,,"18.6399203, 73.8458464",,
Jaihind Institute of Management and Research,"657, 660 Vadgaon Sahani, Near jaihind College of Engineering, Kuran, Pune, 412401",,,JCEI,religious,,,,,,19.1630969,73.9107508,https://www.openstreetmap.org/way/1264492363,Jaihind Institute of Management and Research,"657, 660 Vadgaon Sahani, Near jaihind College of Engineering, Kuran, Pune, 412401",,operator=JCEI; operator_type=religious,,,,https://www.openstreetmap.org/way/1264492363,,,"19.1630969, 73.9107508",,
jayashree english medium school,,,,,,,,,,,18.670496,73.8876534,https://www.openstreetmap.org/node/10725160423,jayashree english medium school,,,,,,,https://www.openstreetmap.org/node/10725160423,,,"18.670496, 73.8876534",,
Jilha Parishad Prathamik Shala,,,,,,,,,,,18.2485503,73.8708306,https://www.openstreetmap.org/node/2973043892,Jilha Parishad Prathamik Shala,,,,,,,https://www.openstreetmap.org/node/2973043892,,,"18.2485503, 73.8708306",,
Jilha Parishad Primary School Dhamane,,,,,,,1-7,,,,18.6916502,73.6656072,https://www.openstreetmap.org/way/1415652701,Jilha Parishad Primary School Dhamane,,,levels=1-7,,,,https://www.openstreetmap.org/way/1415652701,,,"18.6916502, 73.6656072",,
"Jilha Parishad Shala, Shivapur",,,,,,,,,,,18.3411937,73.8393338,https://www.openstreetmap.org/way/342502162,"Jilha Parishad Shala, Shivapur",,,,,,,https://www.openstreetmap.org/way/342502162,,,"18.3411937, 73.8393338",,
JN Petit Technical High School,,,,,,,,,,,18.5380257,73.8841388,https://www.openstreetmap.org/way/53455333,JN Petit Technical High School,,,,,,,https://www.openstreetmap.org/way/53455333,,,"18.5380257, 73.8841388",,
Jnana Prabodhini Prashala,"510 Sadashiv Peth, Sadashiv Peth, Pune, 411030",+91-20-24207000,https://www.prashala.jnanaprabodhini.org/,,,,,,,,18.5118511,73.8455092,https://www.openstreetmap.org/way/207872395,Jnana Prabodhini Prashala,"510 Sadashiv Peth, Sadashiv Peth, Pune, 411030",,,phone: +91-20-24207000 | website: https://www.prashala.jnanaprabodhini.org/,,,https://www.openstreetmap.org/way/207872395,,,"18.5118511, 73.8455092",,
Jog College,"Chhatrapati Rajaram Maharaj Path, Kothrud, Pune, 411038",,,,,,,,,,18.5052334,73.8184749,https://www.openstreetmap.org/way/275490280,Jog College,"Chhatrapati Rajaram Maharaj Path, Kothrud, Pune, 411038",,,,,,https://www.openstreetmap.org/way/275490280,,,"18.5052334, 73.8184749",,
K K Ghule School,"Manjari BK, Pune, 412307",,,,,,,,,,18.5233838,73.9828975,https://www.openstreetmap.org/way/1215214577,K K Ghule School,"Manjari BK, Pune, 412307",,,,,,https://www.openstreetmap.org/way/1215214577,,,"18.5233838, 73.9828975",,
Kailash Vidya Mandir,,,,,,,,,,,18.5729063,74.265593,https://www.openstreetmap.org/way/260902552,Kailash Vidya Mandir,,,,,,,https://www.openstreetmap.org/way/260902552,,,"18.5729063, 74.265593",,
Kalmadi Shamrao Highschool,,,,,,,,,,,18.5116951,73.8336787,https://www.openstreetmap.org/way/298298055,Kalmadi Shamrao Highschool,,,,,,,https://www.openstreetmap.org/way/298298055,,,"18.5116951, 73.8336787",,
Kamalnayan Bajaj High School,,,,,,,,,,,18.6587968,73.798591,https://www.openstreetmap.org/way/128965745,Kamalnayan Bajaj High School,,,,,,,https://www.openstreetmap.org/way/128965745,,,"18.6587968, 73.798591",,
Kataria Highschool,,,,,,,,,,,18.497698,73.8666046,https://www.openstreetmap.org/way/213830162,Kataria Highschool,,,,,,,https://www.openstreetmap.org/way/213830162,,,"18.497698, 73.8666046",,
kedar bhagwat music academy,,,,,,,,,,,18.5186751,73.8304092,https://www.openstreetmap.org/node/10724927032,kedar bhagwat music academy,,,,,,,https://www.openstreetmap.org/node/10724927032,,,"18.5186751, 73.8304092",,
Kendriya Vidyalaya,"Prince Of Wales Drive, Pune, Maharashtra, 411009",,,,,,,,,,18.4869487,73.8816048,https://www.openstreetmap.org/node/1223063934,Kendriya Vidyalaya,"Prince Of Wales Drive, Pune, Maharashtra, 411009",,,,,,https://www.openstreetmap.org/node/1223063934,,,"18.4869487, 73.8816048",,
Kendriya Vidyalaya,,,,,government_non_profit,,,,,,18.5181021,73.8862625,https://www.openstreetmap.org/way/52768576,Kendriya Vidyalaya,,,operator_type=government_non_profit,,,,https://www.openstreetmap.org/way/52768576,,,"18.5181021, 73.8862625",,
